"X","fov","volume","center_x","center_y"
1943,1761,649.872884772128,9640.06391986229,8455.12744460146
2041,1761,305.242815175133,9661.22985862628,8513.62228508829
2096,1761,1259.12513473481,9698.24091539707,8554.55352142235
65855,1764,778.428063543883,9062.08582141537,8423.12237972037
65868,1764,2115.33013839189,9051.14020298838,8467.26373485586
9961,1764,376.76220821098,9049.73441532968,8557.68781036942
55091,1770,1007.90993053406,7733.02114416106,8482.94028001845
55180,1770,891.341249338588,7638.80948969583,8591.38365203052
55370,1770,110.128950349419,7626.75140730958,8515.0650648121
55380,1770,482.615876866629,7644.75724894728,8539.16093841807
16736,1772,358.903260787543,7212.60517102151,8590.70105066559
64715,1773,895.672922028514,6977.78428386002,8459.44742353038
64826,1773,1008.47440246082,7138.2547074624,8533.34332147201
64850,1773,1016.37382321608,7076.98312047392,8541.46547164908
65269,1773,680.83298781781,7108.81860309455,8443.46325009534
13214,1774,924.414419659476,6801.5463834735,8579.10743633319
64771,1774,1052.64096040742,6906.64858067285,8504.26237325754
13245,1775,659.787065743396,6758.08426814522,8613.36056994993
63143,1776,702.585585179433,6437.22032161565,8575.0834274956
67298,1776,1474.84756303971,6392.3850995918,8473.19898016887
70832,1781,246.815049502823,5503.43810154931,8486.3548491979
71284,1781,418.62307204145,5427.05696759355,8466.6285878111
70865,1782,304.47496726624,5203.90547827055,8503.40737773273
70994,1782,137.322311753824,5327.78485414867,8580.31806939897
18326,1783,568.457577844759,5125.4624939757,8655.6534265542
18466,1783,392.860133861607,5076.51441213465,8667.04234951077
66342,1787,639.376457097235,5617.68398068927,8843.29357160663
66292,1788,464.336159275381,5832.14599438383,8773.95326863758
22249,1791,1209.95743431997,6556.19307788007,8676.90642583571
22469,1791,1048.69103539182,6562.0621265052,8773.83545813179
23023,1791,700.192889801597,6538.86207304827,8827.96447313754
63247,1791,331.948947072555,6462.1074251838,8686.28632250266
22976,1792,946.882023123908,6606.49016336264,8779.45571256248
16948,1794,986.904023653644,7070.93131970425,8671.56228501592
17287,1794,860.103682540261,7020.97216043478,8821.26211247638
16914,1795,494.561671815045,7182.29251015195,8660.07301852159
17097,1795,423.155566256341,7200.75313681315,8733.17335581408
17114,1795,706.438971025923,7256.29590729337,8742.50595859207
19090,1796,599.366037242159,7529.97741008685,8660.35442409438
19301,1797,838.847076620659,7571.63048007274,8811.70648029569
20974,1800,288.706284296647,8839.27520256751,8796.94748781325
24639,1801,291.772212786846,9069.9159639135,8675.97862829184
24523,1802,389.0910092545,9227.18422341669,8623.22511466272
24713,1803,1083.71305206571,9468.87710313753,8711.40063053518
19702,1805,451.42573601344,9915.16529966999,8690.56609454129
20165,1805,467.576845687715,9877.42415274247,8757.68698683197
19549,1806,1014.58473075262,10122.788464435,8610.96571114082
19809,1806,677.40601283493,10080.602180784,8742.75717593623
20176,1806,429.841499645088,10141.6927240063,8768.65522217162
54487,1806,256.329122403376,10014.8523184103,8604.78285697086
19618,1807,645.845999253365,10196.3448492233,8650.74386833551
18582,1814,1681.90593422699,10998.8940259207,8914.67228823388
18801,1814,403.304858990234,10871.892218454,8883.34720138937
21567,1815,153.838546649827,10684.7675708956,8899.18049086619
21713,1816,461.208838743167,10551.7464967979,8984.96744600193
20217,1817,267.044919122124,10340.4782909069,8915.03558413757
21619,1817,347.880946130531,10313.7774856301,8924.792579624
23656,1819,741.28992779705,9799.00946379732,8807.00337819612
23694,1820,173.548101569548,9602.34862297667,8823.31336900108
23797,1820,595.314577444884,9680.37409828817,8868.81687786349
23915,1820,373.805458610341,9782.87431070716,8917.38125023476
24033,1820,815.736623259432,9753.36764324703,8993.01979008181
24313,1820,567.086973920468,9758.59740879626,8834.29985915505
24360,1820,269.45334557072,9642.79499728197,8868.60384514482
24380,1820,201.476191947445,9726.61467079176,8891.10916341667
25513,1821,279.797477610385,9403.74999020231,8887.05408573376
25008,1822,374.614021008453,9333.91581300016,8877.25077449735
25026,1822,294.140995349926,9337.22006627007,8884.01209360048
25195,1822,689.753113078737,9313.84274862532,8991.99030069765
25460,1823,433.871524387474,9108.51012674618,8834.22936651381
25554,1823,689.07314799227,9168.83554474572,8923.39081342845
3771,1823,935.863176947985,9023.15902085261,9007.31715642376
20571,1824,997.548663923868,8886.61613663591,8873.73359565557
1040,1825,406.886006249558,8684.78973082768,8998.81635522422
20697,1825,478.271794288027,8732.28136479224,8949.43832603873
17425,1832,677.846378402905,6933.32674271482,8964.00491414551
22777,1832,156.544895763866,6901.98245527781,8961.57880213829
23163,1833,216.736391968569,6668.91317788506,8986.37317356854
64131,1835,646.484803875087,6351.21463359661,9047.64635664085
66373,1836,417.139544153675,5979.3501197289,8884.58764668833
7334,1836,400.103655024625,5992.51515284598,9008.00766627506
66507,1837,862.235873412672,5846.45975754994,8892.61015304747
12528,1840,915.253210586439,5237.87885795932,8877.52773281554
17796,1842,828.516449608539,5120.46591145344,9159.11266754178
65643,1844,1267.77013274686,5441.70413258094,9267.00661229133
3509,1845,623.832155329608,5751.75331888648,9165.1064832055
3539,1845,654.586577301692,5633.25594516803,9191.04810425258
7378,1847,1435.63834094927,6041.30232134865,9095.32732150376
53088,1850,219.377942979625,6581.03903516472,9250.58671201509
1107,1858,703.918818617802,8977.34764792756,9060.09104730027
1171,1858,509.278008678199,8938.31298042271,9099.28082879026
1188,1858,938.105703611776,8897.72843056683,9110.10484306174
1421,1858,763.365033177586,8970.54290619269,9182.40091122265
1150,1859,1096.95308865388,8988.07269407216,9085.70267447411
4062,1859,198.803700821688,9168.06679670479,9197.75833333282
3788,1860,646.49250515437,9290.89593091812,9032.39852421953
3824,1860,446.310052473223,9292.56850066433,9065.93646398854
3836,1860,444.506999692551,9203.41678354476,9074.65405532335
3862,1860,345.997183257126,9199.07804703233,9088.67486321016
18061,1862,420.417340625823,9683.26323404515,9144.26209610906
18096,1862,714.964718618926,9778.29729994447,9078.31008972467
61381,1867,526.306682979673,10785.3497392031,9174.30309993401
61847,1868,232.414555929977,10965.9147841637,9117.81483952538
15261,1872,645.575868872399,11279.2074317262,9338.64652766504
61639,1873,764.087120621255,11023.7375968649,9338.30913586655
61959,1873,291.13186145115,11151.2627855741,9245.16420019916
61599,1874,493.260889607262,10953.4167517869,9299.90632933711
61997,1874,573.477946384342,10992.7800790497,9287.49396499913
3187,1875,224.126581015481,10738.5383667679,9216.16640330164
3231,1875,498.176694604258,10603.2062244051,9259.22262420935
4512,1882,492.773035713108,9201.4106110996,9328.17043166086
4533,1882,347.856314650073,9192.70286656383,9349.71632017133
4428,1883,733.061340279991,9133.69416144217,9240.64198922761
51263,1901,182.504842540178,5597.12656333791,9545.99605291804
61090,1902,487.877754662823,5833.67597850431,9534.39556164332
61096,1902,241.710681141433,5827.29517124669,9537.73480402366
15475,1915,255.198476627738,10292.2653407125,9424.30456161034
60661,1916,232.427560854006,10411.9600680573,9442.4642476197
16619,1927,620.509314612906,10773.3657776041,9610.64584777236
60838,1929,180.780893488886,10382.1530118352,9698.56890642824
18308,1935,233.932499088207,6155.60959243466,9689.3547773185
