"cell","CXCR2","CLCA1","SIGLEC1","EPHB3","IL23A","CCR8","MUC4","SERPINA1","GZMK","FCGR3A","IKZF2","Blank.19","HLA.DQA1","KDR","IKZF4","PKM","ITGA4","Blank.27","MARCO","HLA.DRA"
32350,1,2,2,1,0,0,0,36,0,11,0,0,0,0,0,117,4,0,0,37
9961,0,0,1,0,0,0,0,9,0,0,1,0,0,0,0,20,0,0,0,3
37961,0,0,0,3,1,0,0,8,0,0,2,0,0,0,0,42,0,0,0,5
4533,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,23,0,0,0,3
17287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13626,0,0,0,2,0,0,1,13,0,0,0,0,0,0,0,24,0,0,0,4
16948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0
50510,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
7904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0
21619,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,66,1,0,0,5
23656,0,0,0,0,0,0,0,26,0,0,2,0,0,0,0,56,0,0,0,10
56120,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,3,0,0,0,0
33739,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0
14150,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,24,0,0,1,6
45396,0,0,1,1,0,0,0,9,0,0,0,0,0,1,0,8,0,0,12,32
10931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
25008,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,42,0,0,0,8
42222,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,34,0,0,0,6
47795,0,0,0,1,0,0,0,11,0,1,0,0,0,1,0,23,0,0,0,4
58211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,4
15261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
61599,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,37,0,0,0,9
64545,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,29,0,0,0,6
8667,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,2
43124,0,0,0,3,0,0,1,6,0,0,0,0,0,0,0,26,0,0,0,6
36042,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0,18,0,0,0,5
41314,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,25,0,0,0,9
65246,0,0,0,0,0,0,1,18,0,0,0,0,0,1,0,35,0,0,0,5
43002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29980,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,7,0,0,19,8
13664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1
62834,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,9
65855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0
65811,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,62,0,0,0,10
38862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
6389,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,7,0,0,0,26
55180,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3
46720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
55435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47421,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,13,0,0,0,2
41759,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,27,0,0,0,9
22469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
70994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
51263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6242,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,1,0,0,2
51928,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,3
25460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
14311,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,26,0,0,0,1
11780,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,3
26001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
30015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0
13574,0,0,0,2,1,0,1,6,0,0,2,0,0,0,0,51,0,0,0,10
64661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
20697,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,27,0,0,0,8
47088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
61090,0,0,0,0,1,0,0,10,0,0,0,0,1,0,1,40,0,0,0,5
47008,0,0,0,2,0,0,0,4,0,0,1,0,0,0,1,66,0,0,0,2
9053,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,1,0
48728,0,0,0,0,0,0,0,8,0,1,1,0,1,0,0,12,0,0,0,9
37242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0
24360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
45190,0,0,0,1,2,0,0,10,0,0,0,0,0,0,0,28,0,0,0,3
3862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
13245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
29823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
40601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
53148,0,0,1,0,1,2,2,105,0,0,1,1,0,0,0,139,0,0,0,5
48041,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1
43947,0,0,0,1,0,0,3,22,0,0,3,0,0,0,0,65,0,0,0,7
35038,0,0,0,1,0,0,1,19,0,0,1,0,0,0,0,53,0,0,1,21
11877,0,0,0,0,0,0,0,8,0,1,2,0,0,0,0,35,0,0,1,21
972,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,11,1,0,0,4
26300,0,0,0,1,0,0,1,7,0,1,0,0,0,0,0,34,0,0,0,4
24313,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,26,0,0,0,6
33553,0,0,0,0,2,1,0,25,0,0,1,0,0,1,0,120,0,0,0,0
47346,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,1,0,0,0
68461,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,3,1,0,19
37294,0,0,0,0,0,0,1,6,0,1,0,0,0,0,1,35,0,0,0,7
16389,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,17,0,0,0,2
43040,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1
51674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
7680,0,0,0,0,1,0,0,8,0,7,0,0,0,0,0,21,0,0,2,0
6521,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,34,0,0,0,1
29334,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,53,0,0,0,0
41164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
942,0,0,0,0,0,0,1,12,0,0,2,0,0,0,0,53,0,0,0,5
49376,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,60,0,0,0,12
16736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3771,0,0,0,3,0,0,0,24,0,0,1,0,0,0,0,77,0,0,0,17
43811,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,10
55091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3187,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,16,0,0,0,1
30922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24713,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,4,1,0,0,44
68765,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,41,0,0,0,2
47718,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,25,0,0,0,1
16380,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,32,0,0,0,4
71284,0,0,0,1,0,1,0,8,0,0,0,2,0,0,0,55,0,0,0,10
54887,0,0,0,5,0,0,1,25,0,0,5,1,0,0,1,144,0,0,0,8
54487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1
58293,0,0,1,0,0,0,1,5,0,0,1,0,1,0,0,28,0,0,0,1
50620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
10955,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,3
39556,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,22,0,0,0,4
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47484,0,0,0,2,0,0,0,16,0,0,1,0,0,0,0,35,0,0,0,9
31339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34810,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0
52061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
65126,0,0,0,0,0,0,0,23,0,0,1,0,1,0,0,26,0,0,0,3
53834,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,2
44630,1,0,0,1,0,1,0,23,0,1,1,0,0,0,0,38,0,0,0,11
21567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
11137,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0
47943,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15,0,0,0,2
40089,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0
10908,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,32,0,0,0,1
54780,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0,1
57478,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0
59970,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
60381,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,13,0,0,0,1
57984,0,0,0,0,0,0,0,15,1,0,1,0,0,0,0,29,0,0,0,8
54113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
47360,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,23,0,0,0,4
16121,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,15,0,0,0,4
55370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
5679,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,25,0,0,0,8
28157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
